"products_id","language_id","products_name","products_description","products_short_description","products_keywords","products_meta_title","products_meta_description","products_meta_keywords","products_url","products_viewed"
"1487","1","Масло оружейное Ballistol спрей 100 мл",,,,,,,,"76"
"1488","1","Фланелевые патчи для калибров 4,5 - 5,6 мм 1000 шт.",,,,,,,,"64"
"1489","1","Масло Русак щелочное ружейное 120 мл.",,,,,,,,"66"
"1490","1","Средство по уходу за ружейной ложей и древесиной Scherell Schaftol (бесцветное) на осн. льняного масла 75 мл.",,,,,,,,"48"
"1491","1","Станок для чистки оружия Tipton Best Gun Vise универсальный",,,,,,,,"133"
"1492","1","Тампон-пулька VFG фетровый для чистки пневм. ружей 4,5 мм 500 шт.",,,,,,,,"91"
"1493","1","Crosman Pellgunoil",,,,,,,,"323"
"1494","1","Станок для чистки оружия Tipton Gun Vise универсальный",,,,,,,,"137"
"1495","1","Набор для чистки KamiLa Trading LCB-4,5",,,,,,,,"205"
"1496","1","Очки стрелковые Arty 250 Дымчатые",,,,,,,,"101"
"1497","1","Очки стрелковые Puma дымчатые",,,,,,,,"69"
"1498","1","Очки стрелковые Arty 250 оранжевые",,,,,,,,"39"
"1499","1","очки стрелковые Sporty дымчатые (УФ-защита, класс оптики 1, незапотевающие, регулируемые дужки, сменные линзы)",,,,,,,,"56"
"1500","1","Очки стрелковые Puma желтые",,,,,,,,"62"
"1501","1","Очки стрелковые Arty 250 желтые",,,,,,,,"64"
"1502","1","Очки стрелковые Puma прозрачные",,,,,,,,"58"
"1503","1","очки стрелковые Sporty оранжевые (УФ-защита, класс оптики 1, незапотевающие, регулируемые дужки, сменные линзы)",,,,,,,,"59"
"1504","1","Очки стрелковые Sporty, набор с 3 линзами сменными",,,,,,,,"66"
"1505","1","Очки стрелковые Arty 250 Прозрачные",,,,,,,,"48"
"1506","1","очки стрелковые Sporty жёлтые (УФ-защита, класс оптики 1, незапотевающие, регулируемые дужки, сменные линзы)",,,,,,,,"55"
"1507","1","очки стрелковые Sporty прозрачные (УФ-защита, класс оптики 1, незапотевающие, регулирумые дужки, сменные линзы)",,,,,,,,"58"
"1508","1","Сменное стекло для очков защитных для игры в страйкбол Military Tactical Shooting Googglese",,,,,,,,"65"
"1509","1","Очки стрелковые",,,,,,,,"86"
"1510","1","Очки защитные для игры в страйкбол Compact Softair Mask",,,,,,,,"48"
"1511","1","Очки защитные для игры в страйкбол Tactical",,,,,,,,"69"
"2020","1","ALFAMAX mod.21W дер.",,"<p>Калибр (мм): <strong>4,5 </strong><br />Скорость пули (м/с): <strong>325</strong><br />Вес (кг): <strong>3,4</strong><br />Материал приклада: <strong>Дерево</strong><br />Тип взведения: <strong>Боковое взведение</strong><br />Зарядность: <strong>10 пуль</strong></p>",,,,,,"31"
"2021","1","ALFAMAX mod.21 плс.орт.пр.",,"<p>Калибр (мм): <strong>4,5 </strong><br />Скорость пули (м/с): <strong>325</strong><br />Вес (кг): <strong>3,3</strong><br />Материал приклада: <strong>Пластик</strong><br />Тип взведения: <strong>Рычажный боковой затвор</strong><br />Зарядность: <strong>10 пуль</strong></p>",,,,,,"31"
"1555","1","Чехол Иж-60 с подсумком (ткань синтетическая) (8789002024)",,,,,,,,"69"
"1556","1","Кейс 75 (ткань синтетическая) (8789003001)",,,,,,,,"62"
"1557","1","Кейс 90 (ткань синтетическая) (8789003002)",,,,,,,,"56"
"1558","1","Чехол Иж-60 (ткань синтетическая) (8789002023)",,,,,,,,"97"
"1559","1","Кейс 90 (поролон, кордура) (8789003052)",,,,,,,,"128"
"1560","1","Кейс для ружья 80 см",,,,,,,,"146"
"1561","1","Чехол SWISS ARMS 70см черный",,,,,,,,"161"
"1562","1","Сумка SWISS ARMS для винтовки 65 см, камуфлированная",,,,,,,,"143"
"1563","1","Сумка для моделей винтовок AEG из нейлона 95 см",,,,,,,,"131"
"1564","1","Чехол SWISS ARMS 100x30x8 см",,,,,,,,"221"
"1565","1","Тактическая сумка-чехол Leapers UTG 106 см",,,,,,,,"161"
"1566","1","Чехол 100 см с ремнём OLIV для оружия (16191001-902)",,,,,,,,"109"
"1567","1","Чехол для оружия большой COYOTE 105 см (16193005)",,,,,,,,"86"
"1568","1","Чехол для оружия большой OLIV 105 см (16193001)",,,,,,,,"141"
"1569","1","Кейс 110 с оптикой (ткань синтетическая) (8789003004)",,,,,,,,"566"
"1570","1","Кейс 110 с оптикой (поролон, кордура) (8789003041)",,,,,,,,"272"
"1571","1","Кейс 110 с оптикой (ПВ) (8789003021)",,,,,,,,"76"
"1572","1","Кейс 110 без оптики (кожа)",,,,,,,,"89"
"1573","1","Кейс 110 без оптики (ПВ) (8789003013)",,,,,,,,"58"
"1574","1","Кейс 110 без оптики (кордура, поролон, искусственная кожа) (8789003055)",,,,,,,,"66"
"1575","1","Кейс 110 без оптики (поролон,кордура) (8789003040)",,,,,,,,"96"
"1576","1","Кейс 110 без оптики (ткань синтетическая) (8789003003)",,,,,,,,"66"
"1577","1","Кейс 110 с оптикой (кордура, поролон, искусственная кожа) (8789003054)",,,,,,,,"95"
"1578","1","Чехол MP 512 (ткань синтетическая) (8789002312)",,,,,,,,"80"
"1579","1","Кейс 120 с оптикой (ткань синтетическая) (8789003006)",,,,,,,,"409"
"1580","1","Чехол для ружья ИЖ-27 (с клапаном) 5004",,,,,,,,"108"
"1581","1","Чехол для ружья ИЖ-27 (на молнии) 5014",,,,,,,,"76"
"1582","1","Кейс 120 с оптикой (поролон, кордура) (8789003043)",,,,,,,,"183"
"1583","1","Кейс 120 с оптикой (кордура, поролон, искусственная кожа) (8789003056)",,,,,,,,"103"
"1584","1","Кейс для ружья плавающий с карманами 120-135 см",,,,,,,,"68"
"1585","1","Кейс 120 без оптики (ПВ) (8789003023)",,,,,,,,"55"
"1586","1","Чехол для ружья 120 см без оптики (5015)",,,,,,,,"106"
"1587","1","Чехол SWISS ARMS 120x30x7 см",,,,,,,,"199"
"1588","1","Кейс 120 без оптики (кожа) (8789003034)",,,,,,,,"53"
"1589","1","Кейс 120 без оптики (кордура, поролон, искусственная кожа) (8789003053)",,,,,,,,"58"
"1590","1","Кейс 120 без оптики (поролон, кордура) (8789003042)",,,,,,,,"71"
"1591","1","Кейс 120 без оптики (ткань синтетическая) (8789003005)",,,,,,,,"63"
"1592","1","Кейс 120 с оптикой (кожа) (8789003035)",,,,,,,,"108"
"1593","1","Кейс 120 с оптикой (ПВ) (8789003025)",,,,,,,,"95"
"1594","1","Чехол 120 см с ремнём OLIV (16191001-903)",,,,,,,,"129"
"1595","1","Кейс 125 с оптикой (поролон, кордура) (8789003045)",,,,,,,,"189"
"1596","1","Кейс 125 с оптикой (ткань синтетическая) (8789003008)",,,,,,,,"613"
"1597","1","Кейс 125 с оптикой (кордура, поролон, искусственная кожа) ИЖ-81 (8789003068)",,,,,,,,"91"
"1598","1","Чехол для ружья 125 см без оптики (5017)",,,,,,,,"94"
"1599","1","Кейс для карабина 125см",,,,,,,,"166"
"1600","1","Кейс 125 без оптики (кожа) (8789003036)",,,,,,,,"58"
"1601","1","Кейс 125 без оптики (кордура, поролон, искусственная кожа) (8789003057)",,,,,,,,"73"
"1602","1","Кейс 125 без оптики (ПВ) (8789003050)",,,,,,,,"53"
"1603","1","Чехол для ружья 125 см с оптикой (5016)",,,,,,,,"135"
"1604","1","Кейс 125 без оптики (поролон, кордура) (8789003044)",,,,,,,,"78"
"1605","1","Кейс 125 без оптики (ткань синтетическая) (8789003007)",,,,,,,,"55"
"1606","1","Кейс 125 с оптикой (кожа) (8789003037)",,,,,,,,"82"
"1607","1","Кейс 125 с оптикой (ПВ) (8789003068)",,,,,,,,"71"
"1817","1","Боковая планка 11мм Leapers для АК /Сайга (TLM47SR)",,,,,,,,"62"
"1818","1","Кронштейн моноблок с кольцами 25.4 мм на планку 11-12 мм, с упором",,,,,,,,"184"
"1819","1","Кольца для прицелов TS 250 low (низкие) GAMO 26 мм",,,,,,,,"33"
"1820","1","Кольца Leapers UTG 25,4 мм быстросъёмные на Weaver с винтовым зажимом низкие (RG2W1104)",,,,,,,,"51"
"1821","1","Кольца Leapers UTG 25,4 мм быстросъёмные на Picatinny с рычажным зажимом высокме (RQ2W1204)",,,,,,,,"37"
"1822","1","Кольца Leapers UTG 30 мм быстросъёмные на Weaver с винтовым зажимом высокие (RG2W3226)",,,,,,,,"39"
"1823","1","Кольца Leapers UTG 30 мм быстросъёмные на Weaver с винтовым зажимом, высокие (RG2W3224)",,,,,,,,"47"
"1608","1","Кейс 130 с оптикой (ткань синтетическая) (8789003010)",,,,,,,,"62"
"1609","1","Кейс 130 с оптикой (поролон, кордура) (8789003118)",,,,,,,,"94"
"1610","1","Кейс 130 с оптикой (кордура, поролон, искусственная кожа) (8789003131)",,,,,,,,"78"
"1611","1","Кейс 130 без оптики (ткань синтетическая) (8789003009)",,,,,,,,"54"
"1612","1","Кейс 130 без оптики (ПВ) (8789003069)",,,,,,,,"58"
"1613","1","Кейс 130 без оптики (поролон,кордура) (8789003048)",,,,,,,,"62"
"1614","1","Кейс 130 без оптики (кордура, поролон, искусственная кожа) (8789003047)",,,,,,,,"55"
"1615","1","Кейс 130 без оптики (кожа) (8789003046)",,,,,,,,"60"
"1616","1","Чехол для ружья 130 см с оптикой (5006)",,,,,,,,"114"
"1617","1","Allen Чехол для ружья, камуфляж - камыш, 132 см, с карманом","<h1>Кейсы для пневматики: прочно, неуязвимо, недорого.</h1>
<p>Чехлы и кейсы для пневматики приобретаются, чтобы защитить оружие от царапин и прочих поломок. В отличие от чехлов, кейсы для пневматической винтовки &ndash; это устройства с жесткой конструкцией, усиленной дополнительными профилями и кодовым замком (иногда несколькими).</p>",,,,,,,"89"
"1618","1","Кейс 130 с оптикой (кожа) (8789003062)",,,,,,,,"55"
"1619","1","Кейс 130 с оптикой (ПВ) (8789003070)",,,,,,,,"64"
"1620","1","Кейс 135с оптикой (ткань синтетическая) (8789003012)",,,,,,,,"55"
"1621","1","Кейс 135 с оптикой (поролон, кордура) (8789003051)",,,,,,,,"74"
"1622","1","Чехол для ружья 135 см без оптики (5011)",,,,,,,,"60"
"1623","1","Кейс 135 без оптики (ткань синтетическая) (8789003011)",,,,,,,,"53"
"1624","1","Кейс 135 с оптикой (кордура, поролон, искусственная кожа) (8789003060)",,,,,,,,"61"
"1625","1","Чехол для оружия плавающий, армированный 133 см",,,,,,,,"77"
"1626","1","Чехол для ружья 135 см с оптикой (5018)",,,,,,,,"78"
"1627","1","Кейс 135 без оптики (ПВ) (8789003075)",,,,,,,,"61"
"1628","1","Кейс 135 без оптики (поролон,кордура) (8789003049)",,,,,,,,"66"
"1629","1","Кейс 135 с/о Green way (кожа)",,,,,,,,"84"
"1630","1","Кейс 135 без оптики (кожа) (8789003038)",,,,,,,,"54"
"1631","1","Кейс 135 без оптики (кордура, поролон, искусственная кожа) (8789003059)",,,,,,,,"57"
"1632","1","Кейс 135 с оптикой (кожа) (8789003039)",,,,,,,,"60"
"1633","1","Кейс 135 с оптикой (ПВ) (8789003079)",,,,,,,,"61"
"1634","1","Чехол для оружия с ремнем SCHWARZ 140 см (16191002-904)",,,,,,,,"75"
"1635","1","GunMate Защитный чехол для ружья, 140 см",,,,,,,,"73"
"1636","1","Чехол для пистолета универсальный",,,,,,,,"732"
"1637","1","Чехол под запасной магазин 654 МР light (черный, кожа)",,,,,,,,"73"
"1638","1","Кейс для МР-661 (Дрозд)",,,,,,,,"119"
"1639","1","Чехол Ягуар с подсумком (ткань синтетическая) (8789002010) 85 см.",,,,,,,,"56"
"1640","1","Чехол под рацию (кордура) (8789002094)",,,,,,,,"73"
"1641","1","Кофр-сумка пистолетный 10, 16х8,5 см",,,,,,,,"105"
"1642","1","Кейс универсальный 25 х 18 х 6 см",,,,,,,,"174"
"1643","1","Кейс для МР-661 Дрозд (кожа)",,,,,,,,"57"
"1644","1","Сумка SWISS ARMS для 2-х пистолетов, песочная",,,,,,,,"147"
"1645","1","Сумка SWISS ARMS для модели винтовки, черная",,,,,,,,"109"
"1646","1","Кейс Дрозд с бункерным заряжанием (поролон, кордура) (8789003259)",,,,,,,,"127"
"2044","1","Выделить Пневматическая винтовка Gamo CFR IGT","<p><span style=""background-color: #ffffff;""><span style=""color: #000000;""><span style=""font-size: x-large;""><strong>Винтовка GAMO CFR IGT. Дешево и сердито</strong></span></span></span></p>
<p><span style=""background-color: #ffffff;""> </span></p>
<p><span style=""background-color: #ffffff;""><span style=""color: #000000;""> </span></span></p>
<p><span style=""background-color: #ffffff;""> </span></p>
<p><span style=""background-color: #ffffff;""><span style=""color: #000000;"">Пневматическая винтовка GAMO CFR IGT имеет достаточно высокую мощность и эргономичный дизайн. Данная модель наверняка придется по душе всем любителям пневматики с неподвижным нарезным стволом, который позволяет сохранить высокую точность стрельбы на протяжении многих лет. Взвод производится при помощи внутренней газовой пружины (система igt). Технология инертного газа, реализованная в данной модели пневматики, выводит стрельбу на новый уровень. Благодаря тому, что морально устаревшие витые пружины заменены газовым поршнем, вибрация корпуса при стрельбе значительно снижается, а мощность выстрела и скорость пули заметно возрастают. Система гашения отдачи Гамо ЦФР, в свою очередь, позволяет практически избавиться от нее.</span></span></p>
<p><span style=""background-color: #ffffff;""> </span></p>
<p><span style=""background-color: #ffffff;""><span style=""color: #000000;""> </span></span></p>
<p><span style=""background-color: #ffffff;""> </span></p>
<p><span style=""background-color: #ffffff;""><span style=""color: #000000;""><span style=""font-size: large;""><strong>Описание винтовки gamo cfr igt</strong></span></span></span></p>
<p><span style=""background-color: #ffffff;""> </span></p>
<p><span style=""background-color: #ffffff;""><span style=""color: #000000;""> </span></span></p>
<p><span style=""background-color: #ffffff;""> </span></p>
<p><span style=""background-color: #ffffff;""><span style=""color: #000000;""> </span></span></p>
<p><span style=""background-color: #ffffff;""> </span></p>
<p><span style=""background-color: #ffffff;""><span style=""color: #000000;""> </span></span></p>
<p><span style=""background-color: #ffffff;""> </span></p>
<p><span style=""background-color: #ffffff;""><span style=""color: #000000;"">Перейдем от слов к цифрам. Нитро-поршневая пневматическая винтовка имеет калибр 4,5 мм и скорость пули 305 м/с. Взвод в модели подствольный, за один раз можно зарядить не более 1 пули. Общая длина винтовки 1160 мм при весе в 3,6 кг. Нарезной ствол выполнен из стали, а приклад из пластика. Тип прицела стандартный. Корпус оборудован прицельной планкой и мушкой. Впрочем, возможна установка оптического прицела. Страна-производитель: Испания. Купить пневматическую винтовку Gamo cfr igt можно как для стандартных развлечений (вроде стрельбы по мишеням), так и для охоты на некрупную дичь. Качественная испанская пневматика прослужит вам верой и правдой не один год.</span></span></p>
<p><span style=""background-color: #ffffff;""> </span></p>
<p><span style=""background-color: #ffffff;""><a href=""http://diada-arms.ru/product_info.php?products_id=509"">Охотничья винтовка pcp hatsan bt65 sb недорого</a></span></p>
<p><span style=""background-color: #ffffff;""> </span></p>
<p><span style=""background-color: #ffffff;""><a href=""http://diada-arms.ru/product_info.php?products_id=510"">Заказывайте винтовку pcp hatsan bt65 rb в нашем магазине</a></span></p>","<p>Калибр (мм): <strong>4,5 </strong><br />Скорость пули (м/с): <strong>305</strong><br />Вес (кг): <strong>3,6</strong><br />Материал приклада: <strong>Пластик</strong><br />Тип взведения: <strong>Подствольным рычагом</strong><br />Зарядность: <strong>1 пуля</strong></p>",,,,,,"398"
"1647","1","Кобура универсальная для ношения на голени ПМ (ткань синтетическая) (8789008013)",,,,,,,,"134"
"1648","1","Кобура для ношения на голени Сюрприз ПМ (кожа, черный)",,,,,,,,"85"
"1649","1","Кобура Тактика АПС (кордура,черная) ",,,,,,,,"78"
"1650","1","Кобура ножная Swiss Arms (версия для правой ноги)",,,,,,,,"104"
"1651","1","Кобура набедренная для M92, G17/18, STI, CZ, Stayer, Bersa (11968) чёрная",,,,,,,,"74"
"1652","1","Кобура ножная cordura verstellbar SCHWARZ",,,,,,,,"92"
"1653","1","Кобура оперативная. ПМ чёрная/коричневая",,,,,,,,"75"
"1654","1","Кобура наплечная Классик Аникс 112",,,,,,,,"95"
"1655","1","Кобура оперативная. ПМ ремень кожа",,,,,,,,"66"
"1656","1","Кобура оперативная ПМ ремень резинка + кожа",,,,,,,,"120"
"1657","1","Кобура Х-образная",,,,,,,,"81"
"1658","1","Кобура оперативная Umarex",,,,,,,,"193"
"1659","1","Кобура оперативная ПМ",,,,,,,,"135"
"1660","1","Кобура оперативная Сrosman C 41",,,,,,,,"92"
"1661","1","Кобура оперативная Beretta",,,,,,,,"171"
"1662","1","Кобура оперативная Compact CP 99",,,,,,,,"65"
"1663","1","Кобура оперативная Аникс",,,,,,,,"152"
"1664","1","Кобура комбинированная ПМ (кожа,черный)",,,,,,,,"58"
"1665","1","Кобура оперативная РРК/S",,,,,,,,"83"
"1666","1","Кобура универсальная комбинированная ПМ, ПСМ, ПММ (ткань синтетическая) (8789014001)",,,,,,,,"334"
"1667","1","Кобура наплечная Кл Аникс 101 (кожа,черная)",,,,,,,,"65"
"1668","1","Кобура наплечная Кл Аникс 112 (кожа,черная)",,,,,,,,"54"
"1669","1","Кобура наплечная Кл ПМ Эконом (кожа,черная)",,,,,,,,"62"
"1670","1","Кобура комбинированная ПМ Контакт (кожа,черная)",,,,,,,,"61"
"1671","1","Кобура оперативная Skif-3000",,,,,,,,"83"
"1815","1","Крепление верхнее раздельное высокое NORIN (D-25 мм) тип 1",,,,,,,,"76"
"1816","1","Кронштейн Leapers AccuShot с кольцами 30 мм, для установки на призму 10-12 мм, средний (RGPM2PA-30M4)",,,,,,,,"61"
"1672","1","Кобура универсальная скрытого ношения ПМ, ПСМ, ПММ (ткань синтетическая) (8789008021)",,,,,,,,"174"
"1673","1","Кобура оперативная для ПМ ДОЗОР",,,,,,,,"97"
"1674","1","Кобура Stich оперативная под ТТ Люкс",,,,,,,,"288"
"1675","1","Кобура наплечная для револьверов Dan Wesson (16494) чёрная",,,,,,,,"105"
"1676","1","Кобура CORDURA OLIV",,,,,,,,"58"
"1677","1","Кобура cordura SCHWARZ",,,,,,,,"66"
"1678","1","Кобура наплечная для M92, G17/18, STI, CZ, Steyr, BERSA черная (11965)",,,,,,,,"76"
"1679","1","Кобура оперативная для ПМ ДОЗОР NEW",,,,,,,,"89"
"1680","1","Кобура Stich оперативная под Gletcher SW",,,,,,,,"150"
"1681","1","Кобура Stich оперативная под АПС Люкс",,,,,,,,"59"
"1682","1","Кобура Stich универсальная Модуль ПМ-2",,,,,,,,"72"
"1683","1","Кобура оперативная ПМ, коричневая, нат. кожа",,,,,,,,"58"
"1684","1","Вертикальная плечевая пистолетная кобура (603619)",,,,,,,,"73"
"1685","1","Кобура поясная универсальная Gletcher GLA06 (41156)",,,,,,,,"84"
"1686","1","Кобура поясная ПМ",,,,,,,,"9"
"1687","1","Кобура поясная РРК/S",,,,,,,,"75"
"1688","1","Кобура (штатная) АПС (Стечкин)",,,,,,,,"97"
"1689","1","Кобура АПС стечкин (пластик)",,,,,,,,"97"
"1690","1","Кобура штатная к ТТ, коричневая, кожа",,,,,,,,"84"
"1691","1","Кобура Stalker поясная",,,,,,,,"80"
"1692","1","Кобура поясная C-41",,,,,,,,"72"
"1693","1","Кобура универсальная поясная ПМ, ПСМ, ПММ (ткань синтетическая) (8789015005)",,,,,,,,"88"
"1694","1","Кобура поясная Д.З. Аникс (кожа) (8789015066)",,,,,,,,"57"
"1695","1","Кобура поясная Дш Walther P99 (кожа,черная)",,,,,,,,"66"
"1696","1","Кобура Stich поясная под Gletcher SW модель 5, открытая",,,,,,,,"73"
"1697","1","Кобура поясная Дш Аникс 101S (ткань синтетическая)",,,,,,,,"71"
"1698","1","Кобура комбинированная Скиф А-3000 (кожа,черная)",,,,,,,,"49"
"1699","1","Кобура поясная Дш ПМ Служебная (кордура)",,,,,,,,"68"
"1700","1","Кобура поясная Дш Аникс 112 (кожа,черный) (8789015075)",,,,,,,,"80"
"1701","1","Кобура поясная Скиф А-3000 (кожа)",,,,,,,,"61"
"1702","1","Кобура ША ПМ ППС (кожа, белый) (8789015094)",,,,,,,,"71"
"1703","1","Кобура поясная Дш Аникс 101 (кожа,черная)",,,,,,,,"46"
"1704","1","Кобура поясная Дш Корнет (ткань синтетическая)",,,,,,,,"65"
"1705","1","Кобура поясная Дш ПМ (кордура)",,,,,,,,"69"
"1706","1","Поясная пистолетная кобура COLT С-21 LH левая (603802)",,,,,,,,"50"
"1707","1","Кобура штатная к ТТ, 40-50-х годов кирза, раритет",,,,,,,,"93"
"1708","1","Кобура поясная Дш Викинг стандарт (кожа,коричневый) (8789015064)",,,,,,,,"72"
"1709","1","Кобура поясная Дш Walther P88 (кожа,черная)",,,,,,,,"68"
"1710","1","Кобура поясная Дш ПМ Компакт (кожа,черная) ",,,,,,,,"73"
"1711","1","Кобура Stich поясная под ПМ Люкс модель 1",,,,,,,,"77"
"1712","1","Кобура Stich поясная под ТТ Люкс модель 1",,,,,,,,"48"
"1713","1","Кобура ПМ",,,,,,,,"152"
"1714","1","Кобура штатная к ПМ, темно-коричневая, кожа",,,,,,,,"159"
"1715","1","Кобура поясная для револьверов Dan Wesson 6/8 черная",,,,,,,,"96"
"1716","1","Патронташ на приклад (коричневый,кожа) (8789005043)",,,,,,,,"52"
"1717","1","Патронташ на приклад (черный,кожа) (8789005043)",,,,,,,,"87"
"1718","1","Патронташ на приклад (ткань синтетическая) (8789005001)",,,,,,,,"72"
"1719","1","Патронташ на приклад 7,62 (ткань синтетическая) (8789005110)",,,,,,,,"81"
"1720","1","Патронташ на руку 4*7,62 (ткань синтетическая) (8789005111)",,,,,,,,"80"
"1721","1","Патронташ на приклад (неопрен) (8789005104)",,,,,,,,"129"
"1722","1","Ремень страховочный 56-ШР-121 light (кожа, черный)",,,,,,,,"75"
"1723","1","Ремень страховочный 56-ШР-121 (кожа, черный) (8789004041)",,,,,,,,"63"
"1724","1","Ремень страховочный 56-ШР-121 (кожа, коричневый)",,,,,,,,"86"
"1725","1","Ремень карабинный Хольстер-Стандарт (кожа, замша) (8789004226)",,,,,,,,"82"
"1726","1","Ремень карабинный (кожа,коричневый)",,,,,,,,"101"
"1727","1","Ремень карабинный (кожа,черный)",,,,,,,,"95"
"1728","1","Ремень погонный (кожа,черный) (8789004018)",,,,,,,,"91"
"1729","1","Ремень погонный 25 (тропа, х/б) (8789004003)",,,,,,,,"85"
"1730","1","Ремень погонный 35 (тропа, х/б) (8789004004)",,,,,,,,"99"
"1731","1","Ремень карабинный Хольстер-Эконом (кожа) (8789004233)",,,,,,,,"87"
"1732","1","Бинокль Nikon Sport Lite 8x25 DCF чёрный",,,,,,,,"65"
"1733","1","Бинокль Nikon Sport Lite 10x25 DCF серебр.",,,,,,,,"59"
"1734","1","Бинокль Nikon Action VII 7-15x35 CF",,,,,,,,"108"
"2012","1","ALFAMAX mod. 9 MW",,"<p>Калибр (мм): <strong>4,5 </strong><br />Скорость пули (м/с): <strong>305</strong><br />Вес (кг): <strong>3,2</strong><br />Материал приклада: <strong>Улучшеный полимер</strong><br />Тип взведения: <strong>Перелом ствола</strong><br />Зарядность: <strong>1 пуля</strong></p>",,,,,,"20"
"2013","1","ALFAMAX mod.10  дер.",,"<p>Калибр (мм): <strong>4,5 </strong><br />Скорость пули (м/с): <strong>305</strong><br />Вес (кг): <strong>4,1</strong><br />Материал приклада: <strong>Дерево</strong><br />Тип взведения: <strong>Перелом ствола</strong><br />Зарядность: <strong>1 пуля<br /></strong></p>",,,,,,"27"
"2014","1","ALFAMAX mod.11  дер.",,"<p>Калибр (мм): <strong>4,5 </strong><br />Скорость пули (м/с): <strong>305</strong><br />Вес (кг): <strong>3,8</strong><br />Материал приклада: <strong>Дерево</strong><br />Тип взведения: <strong>Перелом ствола</strong><br />Зарядность: <strong>1 пуля</strong></p>",,,,,,"25"
"1735","1","Бинокль Nikon Action VII 7x35 CF",,,,,,,,"80"
"1736","1","Бинокль Nikon Action VII 8x40 CF",,,,,,,,"80"
"1737","1","Бинокль Nikon Action VII 7x50 CF",,,,,,,,"76"
"1738","1","Бинокль Norin 20x50CB",,,,,,,,"78"
"1739","1","Бинокль Norin 7x35",,,,,,,,"64"
"1740","1","Бинокль Norin 10х50 CB",,,,,,,,"69"
"1741","1","Бинокль Norin 12x50 CB",,,,,,,,"54"
"1742","1","Бинокль Norin 8-16x40 CB",,,,,,,,"440"
"1743","1","Бинокль Norin 8-32x50 CB",,,,,,,,"89"
"1744","1","Бинокль NORIN 8х40 СВ",,,,,,,,"57"
"1745","1","Бинокль Norin 8-24x50 CB",,,,,,,,"66"
"1746","1","Бинокль RTI 8х40 прорезиненный, водонепроницаемый",,,,,,,,"54"
"1747","1","Бинокль RTI 10х25 компакт",,,,,,,,"52"
"1748","1","Бинокль RTI 10х50 прорезиненный, водонепроницаемый",,,,,,,,"57"
"1749","1","Бинокль RTI 7х50 классический, водонепроницаемый, чёрный с серебристыми вставками",,,,,,,,"53"
"1750","1","Бинокль RTI 21-40 стандарт,черный прорезиненный",,,,,,,,"50"
"1751","1","Бинокль RTI 8-32х40 прорезиненный",,,,,,,,"79"
"1752","1","Бинокль RTI 8х21 компакт",,,,,,,,"64"
"1753","1","Бинокль RTI 10х50 прорезиненный, зеленый",,,,,,,,"43"
"1754","1","Бинокль RTI 12х25",,,,,,,,"49"
"1755","1","Бинокль RTI 7-21x40 стандарт, черный, прорезиненный",,,,,,,,"46"
"1756","1","Бинокль Bin Tasco 16x40 silver",,,,,,,,"75"
"1757","1","Бинокль Tasco 22x32",,,,,,,,"97"
"1758","1","Бинокль Veber 12x50 WP Silver Line",,,,,,,,"48"
"1759","1","Бинокль Veber 10-30x60 ZOOM",,,,,,,,"57"
"1762","1","Бинокль Veber 30x60",,,,,,,,"58"
"1763","1","Бинокль Veber 7-18х42 WP Omega",,,,,,,,"47"
"1764","1","Бинокль Veber 8-20х50 WP Omega",,,,,,,,"53"
"1765","1","Бинокль Veber 8-24x50 ZOOM",,,,,,,,"51"
"1766","1","Бинокль Veber 8x42 Fisher",,,,,,,,"51"
"1767","1","Бинокль Veber 8х21 Sport new",,,,,,,,"52"
"1768","1","Бинокль Veber 10x25 WP черно-желтый",,,,,,,,"58"
"1769","1","Бинокль Veber 10х25 Sport new",,,,,,,,"50"
"1770","1","Бинокль Veber 7-21x40 ZOOM",,,,,,,,"54"
"1771","1","Бинокль Veber 7x35 VL",,,,,,,,"50"
"1773","1","Бинокль Veber 7x50 VL",,,,,,,,"55"
"1774","1","Бинокль Veber 8x30",,,,,,,,"54"
"1775","1","Бинокль Veber 8x25 WP черно-желтый",,,,,,,,"59"
"1776","1","Бинокль Veber 8-32x50 ZOOM",,,,,,,,"70"
"1777","1","Бинокль Veber 8х40",,,,,,,,"67"
"1778","1","Бинокль Veber 10x42 Hunter с наплечным ремнем",,,,,,,,"61"
"1779","1","Бинокль Veber 10x50 WP Silver Line",,,,,,,,"54"
"1780","1","Бинокль Veber 12x50",,,,,,,,"66"
"1781","1","Бинокль Veber 7x50 WP Omega",,,,,,,,"62"
"1782","1","Бинокль Veber 12x50 WP Omega",,,,,,,,"76"
"1783","1","Бинокль полевой 6х30 образца ВОВ 60-х, 70-х, 80-х гг. в тубусе кожзам Бинокль полевой 6х30 образца ВОВ 60-х, 70-х, 80-х гг. в тубусе кожзам",,,,,,,,"177"
"1784","1","Дальномер Walther LRF 600",,,,,,,,"127"
"1785","1","Дальномер Walther LRF 400",,,,,,,,"145"
"1786","1","Бинокль WALTHER 8 X 42 BACKPACK (5.9009)",,,,,,,,"68"
"1787","1","Бинокль WALTHER 10 X 25 BACKPACK (5.9006)",,,,,,,,"68"
"1788","1","Бинокль WALTHER 10 X 42 OUTLANDER (5.9010)",,,,,,,,"76"
"1789","1","Кольца 25.4 мм на планку 11-12 мм",,,,,,,,"92"
"1790","1","Кольца 30 мм на планку 11-12 мм",,,,,,,,"55"
